movieId,title,genres,year
87444,Elektra Luxx (2010),Comedy,2010.0
87499,Tyler Perry's Why Did I Get Married Too? (2010),Comedy,2010.0
87527,Score: A Hockey Musical (2010),Comedy|Musical,2010.0
87589,"Four-Faced Liar, The (2010)",Comedy|Drama|Romance,2010.0
87644,Armless (2010),Comedy,2010.0
87785,Takers (2010),Action|Crime|Thriller,2010.0
87790,Three (a.k.a. 3) (2010),Comedy|Drama|Romance,2010.0
87792,Route Irish (2010),Drama|Thriller,2010.0
87860,Strapped (2010),Drama,2010.0
87964,Breaking Upwards (2010),Romance,2010.0
87971,Anton Chekhov's The Duel (2010),Drama,2010.0
87990,"If I Want to Whistle, I Whistle (Eu cand vreau sa fluier, fluier) (2010)",Drama,2010.0
87992,Mammuth (2010),Comedy|Drama,2010.0
88094,Upside Down: The Creation Records Story (2010),Documentary,2010.0
88110,Monogamy (2010) ,Drama|Romance,2010.0
88118,"Perfect Host, The (2010)",Crime|Drama|Thriller,2010.0
88131,Love Crime (Crime d'amour) (2010),Crime|Mystery|Thriller,2010.0
88270,Peep World (2010),Comedy,2010.0
88339,"Four Times, The (Le Quattro Volte) (2010)",Drama,2010.0
88343,"Sleeping Beauty, The (La belle endormie) (2010)",Drama,2010.0
88380,Dylan Dog: Dead of Night (2010),Comedy|Horror|Mystery|Thriller,2010.0
88423,3 Backyards (2010),Drama,2010.0
88425,Small Town Murder Songs (2010),Crime|Thriller,2010.0
88448,Paper Birds (Pájaros de papel) (2010),Comedy|Drama,2010.0
88454,Waking Madison (2010) ,Drama,2010.0
88456,"Possession of David O'Reilly, The (2010) ",Horror,2010.0
88468,Alpha and Omega (2010),Adventure|Animation|Children|Comedy|Romance,2010.0
88495,Legend of the Fist: The Return of Chen Zhen (Jing wu feng yun: Chen Zhen) (2010),Action|Drama,2010.0
88564,"Autobiography of Nicolae Ceausescu, The (Autobiografia lui Nicolae Ceausescu) (2010)",Documentary,2010.0
88566,Mysteries of Lisbon (Mistérios de Lisboa) (2010),Drama|Mystery,2010.0
88568,Oki's Movie (Ok-hui-ui yeonghwa) (2010),Comedy|Drama,2010.0
88572,Fred: The Movie (2010),Comedy,2010.0
88593,"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) (2010)",Crime|Drama|Thriller,2010.0
88597,Our Life (La nostra vita) (2010),Drama,2010.0
88599,Come Undone (Cosa voglio di più) (2010),Drama,2010.0
88682,"Letter to Elia, A (2010)",Documentary,2010.0
88877,"Invisible Sign, An (2010)",Comedy|Drama,2010.0
88897,Ghetto Physics (2010),Drama,2010.0
88911,My Afternoons with Margueritte (La tête en friche) (2010),Comedy,2010.0
88950,"Conspirator, The (2010)",Drama,2010.0
89000,Carancho (2010),Crime|Drama|Romance,2010.0
89028,Don't Be Afraid of the Dark (2010),Horror|Thriller,2010.0
89047,Hesher (2010),Drama,2010.0
89072,Stake Land (2010),Horror,2010.0
